"PSP","sample_id","trial_id","files","sample_type","rationale","sample_date","files.1","report_date","amplicon","reads_aligned","percent_aligned","average_coverage","percent50x_coverage","number_mutations","predicted_variant","error","command_sam","command_bam","command_filt1","command_qual","command_sort","command_index","command_pileup1","command_pileup2","command_var1","command_var2","command_consensus","version_bwa","version_samtools","version_bcftools","version_bbmap"
"PSP0059","1-T11_0_12H_S20",NA,"1-T11_0_12H_S20_RX_001.fastq.gz","T11","pilot","2024-08-07",NA,"09/19/2024","T11",59474,0,NA,75400,NA,NA,"","bwa mem -M T11.fasta 00_Raw-Data/1-T11_0_12H_S20_R1_001.fastq.gz 00_Raw-Data/1-T11_0_12H_S20_R2_001.fastq.gz >  ./temp_Sam-Files/1-T11_0_12H_S20_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T11_0_12H_S20_genome.sam > ./01_Bam-Files/1-T11_0_12H_S20_genome.bam","samtools view -h ./01_Bam-Files/1-T11_0_12H_S20_genome.bam > ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.bam > ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_12H_S20_covstats.txt basecov=./02_Variant-Calling/1-T11_0_12H_S20_basecov.txt countgc=f overwrite=t 2> PSP0059.txt","samtools mpileup ./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.sorted.bam -f ./T11.fasta > ./02_Variant-Calling/1-T11_0_12H_S20_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T11_0_12H_S20_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_12H_S20_allVariants.vcf shist=./02_Variant-Calling/1-T11_0_12H_S20_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0058","1-T11_0_03H_S19",NA,"1-T11_0_03H_S19_RX_001.fastq.gz","T11","pilot","2024-08-07",NA,"09/19/2024","T11",250406,0,NA,1188300,NA,NA,"","bwa mem -M T11.fasta 00_Raw-Data/1-T11_0_03H_S19_R1_001.fastq.gz 00_Raw-Data/1-T11_0_03H_S19_R2_001.fastq.gz >  ./temp_Sam-Files/1-T11_0_03H_S19_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T11_0_03H_S19_genome.sam > ./01_Bam-Files/1-T11_0_03H_S19_genome.bam","samtools view -h ./01_Bam-Files/1-T11_0_03H_S19_genome.bam > ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.bam > ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_03H_S19_covstats.txt basecov=./02_Variant-Calling/1-T11_0_03H_S19_basecov.txt countgc=f overwrite=t 2> PSP0058.txt","samtools mpileup ./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.sorted.bam -f ./T11.fasta > ./02_Variant-Calling/1-T11_0_03H_S19_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T11_0_03H_S19_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_03H_S19_allVariants.vcf shist=./02_Variant-Calling/1-T11_0_03H_S19_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0065","1-T12_0_03H_S27",NA,"1-T12_0_03H_S27_RX_001.fastq.gz","T12","pilot","2024-08-07",NA,"09/19/2024","T12",2356,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T12.fasta 00_Raw-Data/1-T12_0_03H_S27_R1_001.fastq.gz 00_Raw-Data/1-T12_0_03H_S27_R2_001.fastq.gz >  ./temp_Sam-Files/1-T12_0_03H_S27_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T12_0_03H_S27_genome.sam > ./01_Bam-Files/1-T12_0_03H_S27_genome.bam","samtools view -h ./01_Bam-Files/1-T12_0_03H_S27_genome.bam > ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.bam > ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_0_03H_S27_covstats.txt basecov=./02_Variant-Calling/1-T12_0_03H_S27_basecov.txt countgc=f overwrite=t 2> PSP0065.txt","samtools mpileup ./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.sorted.bam -f ./T12.fasta > ./02_Variant-Calling/1-T12_0_03H_S27_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T12_0_03H_S27_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_0_03H_S27_allVariants.vcf shist=./02_Variant-Calling/1-T12_0_03H_S27_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0072","1-T13_0_03H_S34",NA,"1-T13_0_03H_S34_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",13262,0,NA,1900,NA,NA,"","bwa mem -M T13.fasta 00_Raw-Data/1-T13_0_03H_S34_R1_001.fastq.gz 00_Raw-Data/1-T13_0_03H_S34_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_0_03H_S34_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_0_03H_S34_genome.sam > ./01_Bam-Files/1-T13_0_03H_S34_genome.bam","samtools view -h ./01_Bam-Files/1-T13_0_03H_S34_genome.bam > ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.bam > ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_03H_S34_covstats.txt basecov=./02_Variant-Calling/1-T13_0_03H_S34_basecov.txt countgc=f overwrite=t 2> PSP0072.txt","samtools mpileup ./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_0_03H_S34_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_0_03H_S34_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_03H_S34_allVariants.vcf shist=./02_Variant-Calling/1-T13_0_03H_S34_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0079","1-T14_0_03H_S41",NA,"1-T14_0_03H_S41_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",2918,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T14.fasta 00_Raw-Data/1-T14_0_03H_S41_R1_001.fastq.gz 00_Raw-Data/1-T14_0_03H_S41_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_0_03H_S41_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_0_03H_S41_genome.sam > ./01_Bam-Files/1-T14_0_03H_S41_genome.bam","samtools view -h ./01_Bam-Files/1-T14_0_03H_S41_genome.bam > ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.bam > ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_03H_S41_covstats.txt basecov=./02_Variant-Calling/1-T14_0_03H_S41_basecov.txt countgc=f overwrite=t 2> PSP0079.txt","samtools mpileup ./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_0_03H_S41_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_0_03H_S41_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_03H_S41_allVariants.vcf shist=./02_Variant-Calling/1-T14_0_03H_S41_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0063","1-T11_6M_S18",NA,"1-T11_6M_S18_RX_001.fastq.gz","T11","pilot","2024-08-07",NA,"09/19/2024","T11",837698,0,NA,1280700,NA,NA,"","bwa mem -M T11.fasta 00_Raw-Data/1-T11_6M_S18_R1_001.fastq.gz 00_Raw-Data/1-T11_6M_S18_R2_001.fastq.gz >  ./temp_Sam-Files/1-T11_6M_S18_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T11_6M_S18_genome.sam > ./01_Bam-Files/1-T11_6M_S18_genome.bam","samtools view -h ./01_Bam-Files/1-T11_6M_S18_genome.bam > ./01_Bam-Files/1-T11_6M_S18_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T11_6M_S18_genome.filt.bam > ./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_6M_S18_covstats.txt basecov=./02_Variant-Calling/1-T11_6M_S18_basecov.txt countgc=f overwrite=t 2> PSP0063.txt","samtools mpileup ./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.sorted.bam -f ./T11.fasta > ./02_Variant-Calling/1-T11_6M_S18_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T11_6M_S18_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_6M_S18_allVariants.vcf shist=./02_Variant-Calling/1-T11_6M_S18_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0076","1-T13_3M_S32",NA,"1-T13_3M_S32_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",15978,0,NA,1800,NA,NA,"","bwa mem -M T13.fasta 00_Raw-Data/1-T13_3M_S32_R1_001.fastq.gz 00_Raw-Data/1-T13_3M_S32_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_3M_S32_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_3M_S32_genome.sam > ./01_Bam-Files/1-T13_3M_S32_genome.bam","samtools view -h ./01_Bam-Files/1-T13_3M_S32_genome.bam > ./01_Bam-Files/1-T13_3M_S32_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_3M_S32_genome.filt.bam > ./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_3M_S32_covstats.txt basecov=./02_Variant-Calling/1-T13_3M_S32_basecov.txt countgc=f overwrite=t 2> PSP0076.txt","samtools mpileup ./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_3M_S32_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_3M_S32_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_3M_S32_allVariants.vcf shist=./02_Variant-Calling/1-T13_3M_S32_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0070","1-T12_NT_S23",NA,"1-T12_NT_S23_RX_001.fastq.gz","T12","pilot","2024-08-07",NA,"09/19/2024","T12",15076,0,NA,5500,NA,NA,"","bwa mem -M T12.fasta 00_Raw-Data/1-T12_NT_S23_R1_001.fastq.gz 00_Raw-Data/1-T12_NT_S23_R2_001.fastq.gz >  ./temp_Sam-Files/1-T12_NT_S23_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T12_NT_S23_genome.sam > ./01_Bam-Files/1-T12_NT_S23_genome.bam","samtools view -h ./01_Bam-Files/1-T12_NT_S23_genome.bam > ./01_Bam-Files/1-T12_NT_S23_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T12_NT_S23_genome.filt.bam > ./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_NT_S23_covstats.txt basecov=./02_Variant-Calling/1-T12_NT_S23_basecov.txt countgc=f overwrite=t 2> PSP0070.txt","samtools mpileup ./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.sorted.bam -f ./T12.fasta > ./02_Variant-Calling/1-T12_NT_S23_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T12_NT_S23_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_NT_S23_allVariants.vcf shist=./02_Variant-Calling/1-T12_NT_S23_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0077","1-T13_6M_S33",NA,"1-T13_6M_S33_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",8836,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T13.fasta 00_Raw-Data/1-T13_6M_S33_R1_001.fastq.gz 00_Raw-Data/1-T13_6M_S33_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_6M_S33_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_6M_S33_genome.sam > ./01_Bam-Files/1-T13_6M_S33_genome.bam","samtools view -h ./01_Bam-Files/1-T13_6M_S33_genome.bam > ./01_Bam-Files/1-T13_6M_S33_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_6M_S33_genome.filt.bam > ./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_6M_S33_covstats.txt basecov=./02_Variant-Calling/1-T13_6M_S33_basecov.txt countgc=f overwrite=t 2> PSP0077.txt","samtools mpileup ./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_6M_S33_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_6M_S33_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_6M_S33_allVariants.vcf shist=./02_Variant-Calling/1-T13_6M_S33_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0084","1-T14_6M_S40",NA,"1-T14_6M_S40_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",20932,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T14.fasta 00_Raw-Data/1-T14_6M_S40_R1_001.fastq.gz 00_Raw-Data/1-T14_6M_S40_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_6M_S40_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_6M_S40_genome.sam > ./01_Bam-Files/1-T14_6M_S40_genome.bam","samtools view -h ./01_Bam-Files/1-T14_6M_S40_genome.bam > ./01_Bam-Files/1-T14_6M_S40_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_6M_S40_genome.filt.bam > ./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_6M_S40_covstats.txt basecov=./02_Variant-Calling/1-T14_6M_S40_basecov.txt countgc=f overwrite=t 2> PSP0084.txt","samtools mpileup ./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_6M_S40_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_6M_S40_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_6M_S40_allVariants.vcf shist=./02_Variant-Calling/1-T14_6M_S40_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0086","1-T15_0_03H_S49",NA,"1-T15_0_03H_S49_RX_001.fastq.gz","T15","pilot","2024-08-07",NA,"09/19/2024","T15",74432,0,NA,3483300,NA,NA,"","bwa mem -M T15.fasta 00_Raw-Data/1-T15_0_03H_S49_R1_001.fastq.gz 00_Raw-Data/1-T15_0_03H_S49_R2_001.fastq.gz >  ./temp_Sam-Files/1-T15_0_03H_S49_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T15_0_03H_S49_genome.sam > ./01_Bam-Files/1-T15_0_03H_S49_genome.bam","samtools view -h ./01_Bam-Files/1-T15_0_03H_S49_genome.bam > ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.bam > ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_03H_S49_covstats.txt basecov=./02_Variant-Calling/1-T15_0_03H_S49_basecov.txt countgc=f overwrite=t 2> PSP0086.txt","samtools mpileup ./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.sorted.bam -f ./T15.fasta > ./02_Variant-Calling/1-T15_0_03H_S49_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T15_0_03H_S49_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_03H_S49_allVariants.vcf shist=./02_Variant-Calling/1-T15_0_03H_S49_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0093","1-T16_0_03H_S57",NA,"1-T16_0_03H_S57_RX_001.fastq.gz","T16","pilot","2024-08-07",NA,"09/19/2024","T16",19418,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T16.fasta 00_Raw-Data/1-T16_0_03H_S57_R1_001.fastq.gz 00_Raw-Data/1-T16_0_03H_S57_R2_001.fastq.gz >  ./temp_Sam-Files/1-T16_0_03H_S57_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T16_0_03H_S57_genome.sam > ./01_Bam-Files/1-T16_0_03H_S57_genome.bam","samtools view -h ./01_Bam-Files/1-T16_0_03H_S57_genome.bam > ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.bam > ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.sorted.bam ref=T16.fasta out=./02_Variant-Calling/1-T16_0_03H_S57_covstats.txt basecov=./02_Variant-Calling/1-T16_0_03H_S57_basecov.txt countgc=f overwrite=t 2> PSP0093.txt","samtools mpileup ./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.sorted.bam -f ./T16.fasta > ./02_Variant-Calling/1-T16_0_03H_S57_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T16_0_03H_S57_genome.filt.qual.sorted.bam ref=T16.fasta out=./02_Variant-Calling/1-T16_0_03H_S57_allVariants.vcf shist=./02_Variant-Calling/1-T16_0_03H_S57_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0100","1-T17_0_03H_S65",NA,"1-T17_0_03H_S65_RX_001.fastq.gz","T17","pilot","2024-08-07",NA,"09/19/2024","T17",4464,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T17.fasta 00_Raw-Data/1-T17_0_03H_S65_R1_001.fastq.gz 00_Raw-Data/1-T17_0_03H_S65_R2_001.fastq.gz >  ./temp_Sam-Files/1-T17_0_03H_S65_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T17_0_03H_S65_genome.sam > ./01_Bam-Files/1-T17_0_03H_S65_genome.bam","samtools view -h ./01_Bam-Files/1-T17_0_03H_S65_genome.bam > ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.bam > ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_0_03H_S65_covstats.txt basecov=./02_Variant-Calling/1-T17_0_03H_S65_basecov.txt countgc=f overwrite=t 2> PSP0100.txt","samtools mpileup ./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.sorted.bam -f ./T17.fasta > ./02_Variant-Calling/1-T17_0_03H_S65_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T17_0_03H_S65_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_0_03H_S65_allVariants.vcf shist=./02_Variant-Calling/1-T17_0_03H_S65_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
